instance,n,m,algo,seed,cost,lb,time,error
pace-exact/exact008.gr,30,172,flip,0,81,,0.036934614181518555,
pace-exact/exact008.gr,30,172,ins,0,81,,0.7266533374786377,
pace-exact/exact008.gr,30,172,flip,1,81,,0.02733588218688965,
pace-exact/exact008.gr,30,172,flip,2,81,,0.032834529876708984,
pace-exact/exact008.gr,30,172,certiflip,0,81,80.9999999999996,0.307326078414917,
pace-exact/exact008.gr,30,172,lb:greedy,0,,63.0,0.0077016353607177734,
pace-exact/exact008.gr,30,172,lb:tri-mwu,0,,78.85915492957747,0.026216983795166016,
pace-exact/exact009.gr,30,175,pivot,0,131,,8.845329284667969e-05,
pace-exact/exact009.gr,30,175,pivot,1,138,,4.696846008300781e-05,
pace-exact/exact009.gr,30,175,pivot,2,119,,8.249282836914062e-05,
pace-exact/exact009.gr,30,175,pivot50,0,101,,0.0011272430419921875,
pace-exact/exact009.gr,30,175,pivot50,1,98,,0.0010716915130615234,
pace-exact/exact009.gr,30,175,pivot50,2,97,,0.005167961120605469,
pace-exact/exact009.gr,30,175,vote,0,90,,0.0001373291015625,
pace-exact/exact009.gr,30,175,vote,1,91,,8.654594421386719e-05,
pace-exact/exact009.gr,30,175,vote,2,91,,7.462501525878906e-05,
pace-exact/exact009.gr,30,175,louvain,0,90,,0.00035190582275390625,
pace-exact/exact009.gr,30,175,louvain,1,91,,0.7581813335418701,
pace-exact/exact009.gr,30,175,louvain,2,91,,0.0005071163177490234,
pace-exact/exact009.gr,30,175,leiden,0,91,,0.837479829788208,
pace-exact/exact009.gr,30,175,leiden,1,90,,0.006331205368041992,
pace-exact/exact009.gr,30,175,leiden,2,90,,0.001766204833984375,
pace-exact/exact009.gr,30,175,mfp,0,167,,0.04190516471862793,
pace-exact/exact009.gr,30,175,mfp,1,194,,0.001007080078125,
pace-exact/exact009.gr,30,175,mfp,2,196,,0.0010166168212890625,
pace-exact/exact009.gr,30,175,ins,0,90,,0.010040760040283203,
pace-exact/exact009.gr,30,175,ins,1,90,,0.0009467601776123047,
pace-exact/exact009.gr,30,175,ins,2,91,,0.0007846355438232422,
pace-exact/exact009.gr,30,175,flip,0,90,,0.031191349029541016,
pace-exact/exact009.gr,30,175,flip,1,90,,0.030945301055908203,
pace-exact/exact009.gr,30,175,flip,2,90,,0.031114816665649414,
pace-exact/exact009.gr,30,175,certiflip,0,90,89.99999999999997,0.32709646224975586,
pace-exact/exact007.gr,30,147,kapoce,0,86,,4.928161859512329,
pace-exact/exact009.gr,30,175,lb:greedy,0,,71.0,0.012585639953613281,
pace-exact/exact009.gr,30,175,lb:tri-mwu,0,,85.77372262773723,0.025467634201049805,
pace-exact/exact010.gr,30,235,pivot,0,16,,0.6911880970001221,
pace-exact/exact010.gr,30,235,pivot,1,89,,0.00013446807861328125,
pace-exact/exact010.gr,30,235,pivot,2,52,,5.2928924560546875e-05,
pace-exact/exact010.gr,30,235,pivot50,0,16,,0.0013728141784667969,
pace-exact/exact010.gr,30,235,pivot50,1,16,,0.0011785030364990234,
pace-exact/exact010.gr,30,235,pivot50,2,16,,0.0010821819305419922,
pace-exact/exact010.gr,30,235,vote,0,16,,0.004990100860595703,
pace-exact/exact010.gr,30,235,vote,1,16,,0.00012540817260742188,
pace-exact/exact010.gr,30,235,vote,2,16,,0.00012373924255371094,
pace-exact/exact010.gr,30,235,louvain,0,16,,0.00817561149597168,
pace-exact/exact010.gr,30,235,louvain,1,16,,0.0003421306610107422,
pace-exact/exact010.gr,30,235,louvain,2,16,,0.00036454200744628906,
pace-exact/exact010.gr,30,235,leiden,0,16,,0.8040111064910889,
pace-exact/exact010.gr,30,235,leiden,1,16,,0.0025970935821533203,
pace-exact/exact010.gr,30,235,leiden,2,16,,0.002493619918823242,
pace-exact/exact010.gr,30,235,mfp,0,76,,0.04082369804382324,
pace-exact/exact010.gr,30,235,mfp,1,33,,0.003675222396850586,
pace-exact/exact010.gr,30,235,mfp,2,113,,0.003579378128051758,
